System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,200,134,97390.8,0.0014,4.25,0.06,157.16,157.16,0.0002
Aurora,319,341,81761.29,0.0042,0.29,0.0,55.13,55.13,0.0002
Crux,128,117,79673.8,0.0015,13.09,0.06,235.53,186.06,0.0002
Frontier,212,325,96639.21,0.0034,0.94,0.02,187.76,187.76,0.0002
Perlmutter-Phase-1,270,267,85168.08,0.0031,5.37,0.03,218.58,218.58,0.0002
Perlmutter-Phase-2,218,163,84775.5,0.0019,1.36,0.0,158.96,158.96,0.0002
