System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,4,1,40900.02,0.0,72.3,0.01,40900.02,40900.0,0.0002
Aurora,25,49,100966.97,0.0005,26.17,0.01,7035.76,5828.9,0.0001
Frontier,25,28,75527.53,0.0004,27.15,0.03,8505.41,8098.54,0.0001
Perlmutter-Phase-1,19,4,46865.86,0.0001,74.5,0.01,30644.73,15892.68,0.0001
Perlmutter-Phase-2,18,9,29241.23,0.0003,81.37,0.03,13585.72,13585.72,0.0001
