System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,198,95,103701.0,0.0009,34.78,0.23,4636.16,4634.74,1.428
Aurora,756,635,77071.6,0.0082,10.12,0.01,826.28,824.69,1.5901
Crux,217,37,60278.5,0.0006,8.41,0.05,1717.39,1715.84,1.5515
Frontier,740,1405,96363.1,0.0146,22.13,0.03,1077.8,1076.26,1.5415
Perlmutter-Phase-1,617,298,96040.3,0.0031,39.79,0.01,2369.19,2367.64,1.5483
Perlmutter-Phase-2,352,410,84123.62,0.0049,36.65,0.0,1843.12,1841.53,1.5933
