System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,198,42,95319.54,0.0004,30.2,0.11,8646.13,5708.33,0.0001
Aurora,756,907,97577.76,0.0093,9.29,0.01,865.62,860.67,0.0001
Crux,217,75,96635.2,0.0008,10.25,0.03,1457.42,1435.92,0.0001
Frontier,740,637,99295.81,0.0064,9.72,0.01,1164.33,1149.88,0.0001
Perlmutter-Phase-1,617,1053,217056.68,0.0049,93.58,0.02,85343.83,2043.82,0.0001
Perlmutter-Phase-2,352,166,96698.3,0.0017,14.1,0.0,2086.47,1917.06,0.0001
