System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,198,12,53069.79,0.0002,23.24,0.07,4976.35,4700.0,0.0021
Aurora,756,1929,98676.0,0.0195,18.3,0.01,1703.8,758.74,0.003
Crux,217,24,49482.94,0.0005,23.59,0.03,2199.82,1803.75,0.0039
Frontier,740,730,56036.36,0.013,22.04,0.02,1404.75,1248.69,0.0032
Perlmutter-Phase-1,617,65,50365.71,0.0013,20.16,0.0,2826.0,2578.76,0.0034
Perlmutter-Phase-2,352,120,49133.92,0.0024,20.3,0.0,2330.09,1976.17,0.0031
