System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,350,24,59667.85,0.0004,26.04,0.07,4372.92,4372.92,0.0001
Aurora,1252,3269,97730.21,0.0334,32.36,0.02,4151.2,779.5,0.0001
Crux,342,52,57683.38,0.0009,29.94,0.06,2429.22,1944.35,0.0001
Frontier,1238,1165,98471.89,0.0118,18.05,0.03,1248.19,1189.39,0.0001
Perlmutter-Phase-1,1031,88,56984.15,0.0015,27.66,0.01,2565.03,2384.2,0.0001
Perlmutter-Phase-2,587,202,57338.22,0.0035,25.59,0.01,2099.49,2092.42,0.0001
