System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,77,77,86684.4,0.0009,3.58,0.07,180.98,180.98,0.0001
Aurora,427,427,86470.7,0.0049,0.46,0.01,62.01,62.01,0.0001
Crux,84,84,58782.7,0.0014,13.26,0.12,192.77,173.94,0.0001
Frontier,169,169,86889.2,0.0019,0.69,0.03,227.85,227.85,0.0001
Perlmutter-Phase-1,115,115,73821.4,0.0016,2.82,0.03,197.76,197.76,0.0001
Perlmutter-Phase-2,128,128,86707.2,0.0015,1.22,0.0,179.85,179.85,0.0001
