System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,50,102,80214.4,0.0013,8.98,0.74,371.02,204.74,0.0026
Aurora,444,370,83826.4,0.0044,17.66,0.14,457.95,264.66,0.0021
Crux,71,17,13980.87,0.0012,7.96,0.22,187.63,148.09,0.0032
Frontier,184,250,85086.9,0.0029,30.39,0.42,1131.88,643.43,0.0025
Perlmutter-Phase-1,112,109,85237.1,0.0013,21.46,0.09,1298.73,490.82,0.0022
Perlmutter-Phase-2,139,152,72501.4,0.0021,35.94,0.07,1060.53,612.78,0.0028
