System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,26,15,62040.3,0.0002,37.96,1.11,2650.31,2091.04,0.0006
Aurora,359,419,93841.0,0.0045,57.08,0.39,3360.3,653.73,0.0006
Frontier,330,328,193163.0,0.0017,90.67,1.13,36466.83,2284.45,0.0005
Perlmutter-Phase-1,127,42,87766.4,0.0005,73.74,0.34,8584.31,3046.89,0.0006
Perlmutter-Phase-2,158,196,225187.0,0.0009,88.06,0.25,48764.95,2513.34,0.0006
