System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,77,23,76733.4,0.0003,0.47,0.02,90.31,90.31,0.0003
Aurora,267,501,95347.7,0.0053,0.43,0.01,56.67,56.67,0.0003
Crux,84,35,93208.1,0.0004,2.87,0.07,147.05,131.76,0.0003
Frontier,239,294,95207.2,0.0031,0.93,0.04,193.43,193.43,0.0003
Perlmutter-Phase-1,205,110,92091.0,0.0012,3.52,0.03,327.58,296.17,0.0003
Perlmutter-Phase-2,128,37,86547.3,0.0004,0.38,0.0,176.63,176.63,0.0003
