System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,76,70,82801.66,0.0008,9.01,0.41,242.85,242.85,0.0006
Aurora,276,332,90020.5,0.0037,15.21,0.11,268.32,245.53,0.0006
Crux,68,36,48773.3,0.0007,4.02,0.17,130.0,130.0,0.0006
Frontier,257,351,91485.9,0.0038,32.36,0.54,652.6,569.85,0.0006
Perlmutter-Phase-1,193,61,71217.1,0.0009,19.44,0.15,590.4,590.4,0.0006
Perlmutter-Phase-2,130,150,83110.0,0.0018,29.82,0.09,696.7,655.43,0.0006
