System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,40,27,76836.7,0.0004,56.7,1.0,9218.01,2353.29,0.0003
Aurora,486,446,87331.9,0.0051,55.13,0.4,3678.78,587.39,0.0007
Crux,18,44,85795.5,0.0005,5.92,0.06,211.96,190.77,0.0007
Frontier,234,298,152011.0,0.002,88.53,1.15,21869.23,2151.29,0.0004
Perlmutter-Phase-1,80,101,164566.0,0.0006,81.39,0.53,29285.67,2284.42,0.0005
Perlmutter-Phase-2,142,84,91586.4,0.0009,88.1,0.24,13458.51,1952.64,0.0006
