System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,26,26,52559.1,0.0005,76.17,1.83,11724.02,2062.29,0.0001
Aurora,359,359,85071.6,0.0042,64.86,0.34,7834.32,661.86,0.0001
Frontier,330,330,171328.0,0.0019,91.54,1.42,37115.49,2368.41,0.0001
Perlmutter-Phase-1,127,127,262201.0,0.0005,81.95,0.5,74602.46,2916.24,0.0001
Perlmutter-Phase-2,158,158,184840.0,0.0009,86.19,0.24,46705.49,2170.15,0.0001
