System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,50,50,86607.6,0.0006,12.76,0.16,404.41,388.68,0.0001
Aurora,444,444,86949.5,0.0051,16.91,0.09,251.33,214.92,0.0001
Crux,71,71,73667.48,0.001,10.33,0.07,214.39,171.25,0.0001
Frontier,184,184,86477.2,0.0021,22.92,0.7,857.45,746.64,0.0001
Perlmutter-Phase-1,112,112,76139.8,0.0015,36.87,0.27,1060.42,591.74,0.0001
Perlmutter-Phase-2,139,139,86508.0,0.0016,48.58,0.11,1964.72,783.0,0.0001
