System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,26,26,64794.5,0.0004,61.79,1.48,7461.88,2062.29,0.0001
Aurora,359,359,86782.8,0.0041,63.59,0.34,2569.97,661.86,0.0001
Frontier,330,330,186779.0,0.0018,83.97,1.3,28396.73,2368.41,0.0001
Perlmutter-Phase-1,127,127,263627.2,0.0005,81.51,0.5,60827.73,2916.24,0.0001
Perlmutter-Phase-2,158,158,199697.0,0.0008,79.78,0.22,37180.48,2170.15,0.0001
