System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,26,15,47125.1,0.0003,51.42,1.51,4778.01,1995.44,0.0006
Aurora,359,416,93841.0,0.0044,56.51,0.39,5240.22,647.76,0.0006
Frontier,330,352,196724.0,0.0018,91.72,1.19,46121.22,2280.02,0.0005
Perlmutter-Phase-1,127,36,71515.4,0.0005,79.61,0.44,8815.58,2875.93,0.0006
Perlmutter-Phase-2,158,181,223551.0,0.0008,85.63,0.23,60174.02,2637.44,0.0006
