System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,107,76,89556.6,0.0008,3.18,0.12,204.5,190.59,0.0002
Aurora,157,160,82312.0,0.0019,0.15,0.0,54.21,54.21,0.0002
Crux,77,79,86640.0,0.0009,9.62,0.08,273.56,196.42,0.0003
Frontier,83,155,95199.7,0.0016,0.54,0.03,215.31,215.31,0.0003
Perlmutter-Phase-1,140,130,89937.0,0.0014,3.0,0.02,222.59,220.38,0.0003
Perlmutter-Phase-2,120,84,77836.1,0.0011,0.68,0.0,167.87,167.87,0.0002
