System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,77,77,85565.1,0.0009,3.63,0.07,210.98,180.98,0.0001
Aurora,427,427,85185.0,0.005,0.46,0.01,63.67,62.01,0.0001
Crux,84,84,84674.4,0.001,9.21,0.08,525.96,173.94,0.0001
Frontier,169,169,79692.7,0.0021,0.76,0.04,227.84,227.85,0.0001
Perlmutter-Phase-1,115,115,57369.9,0.002,3.63,0.03,205.71,197.76,0.0001
Perlmutter-Phase-2,128,128,80647.4,0.0016,1.31,0.01,184.57,179.85,0.0001
