System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,107,99,85180.1,0.0012,3.88,0.35,180.76,154.33,0.0006
Aurora,266,295,89790.2,0.0033,0.35,0.01,72.5,72.5,0.0006
Crux,77,35,51497.2,0.0007,4.65,0.14,155.18,135.5,0.0006
Frontier,230,348,95199.7,0.0037,0.6,0.01,99.91,99.91,0.0006
Perlmutter-Phase-1,200,93,78574.7,0.0012,3.01,0.01,279.45,279.45,0.0006
Perlmutter-Phase-2,120,130,86640.0,0.0015,2.1,0.0,337.39,337.38,0.0006
