System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,107,71,78043.0,0.0009,2.94,0.09,155.44,155.44,0.0002
Aurora,166,167,88777.8,0.0019,0.13,0.0,49.24,49.24,0.0002
Crux,77,49,80197.08,0.0006,5.7,0.07,203.45,195.4,0.0002
Frontier,84,156,78039.5,0.002,0.56,0.03,192.68,192.68,0.0002
Perlmutter-Phase-1,126,154,73222.2,0.0021,3.97,0.04,212.47,212.47,0.0002
Perlmutter-Phase-2,120,83,70512.4,0.0012,1.07,0.0,186.74,186.74,0.0002
