System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,102,43,74688.5,0.0006,81.19,5.24,12123.6,1505.78,0.0006
Aurora,248,393,86298.8,0.0046,44.42,0.42,2260.04,688.39,0.0006
Crux,71,15,83365.2,0.0002,29.19,1.3,3138.83,1622.24,0.0006
Frontier,254,321,162674.0,0.002,92.97,1.19,27366.35,2350.36,0.0005
Perlmutter-Phase-1,206,35,81889.2,0.0004,87.31,0.27,15819.12,2903.01,0.0006
Perlmutter-Phase-2,119,193,193250.0,0.001,90.72,0.24,33811.0,2432.75,0.0006
