System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,4,1,883.2,0.0011,100.0,0.14,883.2,883.2,0.0002
Aurora,8,14,52442.0,0.0003,0.39,0.0,179.77,179.77,0.0002
Crux,2,1,64.8,0.0154,35.55,0.0,64.8,64.8,0.0002
Frontier,12,13,41627.1,0.0003,1.98,0.0,665.4,665.41,0.0002
Perlmutter-Phase-1,13,10,58431.8,0.0002,5.6,0.0,656.4,656.4,0.0002
Perlmutter-Phase-2,5,5,60042.4,0.0001,1.43,0.0,693.84,693.84,0.0002
