System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Aurora,13,50,101360.0,0.0005,18.58,0.01,4860.16,4860.16,0.0013
Frontier,19,15,36380.4,0.0004,28.85,0.02,6323.97,6323.96,0.0008
Perlmutter-Phase-2,10,2,26626.3,0.0001,29.72,0.0,13123.5,13123.45,0.0006
