System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,92,71,85819.4,0.0008,2.81,0.06,180.16,166.11,0.0003
Aurora,159,166,82188.8,0.002,0.15,0.0,50.7,50.7,0.0003
Crux,68,41,79996.1,0.0005,4.4,0.04,317.83,185.24,0.0003
Frontier,97,166,77324.4,0.0021,0.65,0.04,201.33,201.33,0.0003
Perlmutter-Phase-1,144,139,82025.5,0.0017,3.5,0.03,252.45,230.19,0.0003
Perlmutter-Phase-2,117,94,82364.4,0.0011,0.73,0.01,161.16,161.16,0.0003
