System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,93,111,69642.7,0.0016,4.79,0.43,136.69,136.69,0.0006
Aurora,250,299,90028.6,0.0033,0.32,0.01,72.43,72.43,0.0006
Crux,70,21,43758.7,0.0005,2.73,0.09,139.77,139.77,0.0006
Frontier,259,332,93644.0,0.0035,0.71,0.02,116.87,116.87,0.0006
Perlmutter-Phase-1,208,82,89784.06,0.0009,2.47,0.01,321.63,321.63,0.0006
Perlmutter-Phase-2,120,155,83265.2,0.0019,2.06,0.0,256.51,256.51,0.0006
