System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,30,5,36503.1,0.0001,58.41,0.14,10370.0,10370.0,0.0006
Aurora,119,255,102855.97,0.0025,24.81,0.01,2108.15,1693.8,0.0012
Crux,27,18,26958.82,0.0007,46.22,0.03,1476.95,1423.0,0.0017
Frontier,109,99,33101.17,0.003,70.83,0.07,3228.06,3016.04,0.0009
Perlmutter-Phase-1,77,14,38930.18,0.0004,80.56,0.01,6830.72,6475.61,0.0019
Perlmutter-Phase-2,53,24,36620.25,0.0007,68.21,0.02,5583.33,5449.74,0.0012
