System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,99,69,89655.6,0.0008,92.12,2.53,15961.5,1653.01,0.0003
Aurora,257,373,86042.7,0.0043,33.37,0.29,1457.58,540.57,0.0003
Crux,62,21,79016.11,0.0003,22.81,0.65,915.94,900.91,0.0003
Frontier,254,305,127009.0,0.0024,90.3,1.52,24278.37,2046.86,0.0003
Perlmutter-Phase-1,200,143,207740.0,0.0007,89.69,0.62,42421.16,2017.76,0.0003
Perlmutter-Phase-2,128,89,89024.2,0.001,76.11,0.2,11783.22,2058.13,0.0003
