System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,99,36,65576.1,0.0005,40.66,1.6,2630.63,1772.57,0.0003
Aurora,256,524,93608.7,0.0056,39.01,0.38,693.22,537.02,0.0003
Crux,62,58,58398.5,0.001,8.1,0.11,176.6,175.7,0.0003
Frontier,254,213,139825.0,0.0015,74.09,1.1,14591.41,2277.24,0.0003
Perlmutter-Phase-1,200,76,91713.82,0.0008,60.84,0.59,5257.25,1735.89,0.0003
Perlmutter-Phase-2,128,92,99491.2,0.0009,70.12,0.21,10396.57,2410.68,0.0003
