System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,63,14,50505.2,0.0003,18.79,1.52,1487.25,1473.26,0.0002
Aurora,102,134,92517.4,0.0014,13.96,0.1,708.84,669.51,0.0002
Frontier,48,175,85627.2,0.002,65.74,1.71,4524.83,2315.35,0.0002
Perlmutter-Phase-1,103,60,86259.5,0.0007,74.24,0.6,11314.01,2416.28,0.0002
Perlmutter-Phase-2,68,62,70367.73,0.0009,38.39,0.19,2436.66,1983.75,0.0002
