System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,4,1,46650.0,0.0,84.8,0.17,46650.0,46650.0,0.0152
Aurora,25,42,77495.2,0.0005,28.4,0.01,5714.11,5714.1,0.0143
Frontier,25,34,105975.0,0.0003,26.2,0.03,7759.61,7749.35,0.0121
Perlmutter-Phase-1,19,4,49315.8,0.0001,40.84,0.02,22121.3,22121.32,0.0147
Perlmutter-Phase-2,18,10,74452.3,0.0001,34.65,0.0,14119.02,14118.99,0.0109
