System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,4,5,160334.97,0.0,79.83,0.16,92591.18,41540.0,0.0121
Aurora,25,40,100922.5,0.0004,21.99,0.01,6121.99,5855.8,0.0159
Frontier,25,33,75579.87,0.0004,33.68,0.03,9638.31,7590.2,0.0112
Perlmutter-Phase-1,19,4,36395.11,0.0001,77.15,0.0,24043.74,18450.0,0.0197
Perlmutter-Phase-2,18,9,34431.31,0.0003,74.9,0.02,17434.15,14422.45,0.0284
