System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,94,32,49047.6,0.0007,82.08,2.7,13411.12,1821.75,0.0003
Aurora,99,145,82833.1,0.0018,12.62,0.13,885.54,614.27,0.0003
Crux,71,9,68255.2,0.0001,32.59,0.4,5811.58,2471.47,0.0003
Frontier,48,168,82022.3,0.002,78.18,1.64,10201.82,2343.56,0.0003
Perlmutter-Phase-1,137,105,148783.0,0.0007,87.82,0.68,42740.66,2442.37,0.0003
Perlmutter-Phase-2,76,66,83365.2,0.0008,47.15,0.21,7698.57,2122.4,0.0003
