System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Andes,30,30,67110.56,0.0004,87.07,0.13,25487.66,5201.67,0.0001
Aurora,119,119,96635.51,0.0012,15.55,0.01,2208.43,2133.51,0.0001
Crux,27,27,89873.97,0.0003,25.97,0.01,5077.57,1672.67,0.0001
Frontier,109,109,68234.38,0.0016,33.92,0.03,3641.86,2586.11,0.0001
Perlmutter-Phase-1,77,77,184793.46,0.0004,71.6,0.01,18378.12,4769.97,0.0001
Perlmutter-Phase-2,53,53,112689.06,0.0005,56.44,0.02,11263.25,5253.75,0.0001
