System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Aurora,25,39,75057.2,0.0005,27.25,0.02,5908.51,5908.51,0.0021
Frontier,25,45,95175.0,0.0005,33.41,0.04,7930.5,7922.77,0.0011
Perlmutter-Phase-1,19,1,16726.9,0.0001,94.73,0.02,16726.9,16726.8,0.0094
Perlmutter-Phase-2,18,6,40623.5,0.0001,54.16,0.01,14765.25,13500.02,0.0011
