System,JobsSubmitted,JobsScheduled,Makespan (min),Throughput (jobs/min),NodeUtilization (%),StorageUtilization (%),MeanTurnaroundTime (min),MeanExecutionTime (min),MeanDecisionTime (sec)
Aurora,5,7,19017.8,0.0004,0.49,0.0,153.96,153.96,0.0002
Crux,2,3,7444.4,0.0004,1.36,0.0,72.0,72.0,0.0002
Frontier,14,15,57729.0,0.0003,1.63,0.0,732.37,732.37,0.0002
Perlmutter-Phase-1,11,11,54968.3,0.0002,6.54,0.0,570.94,559.09,0.0002
Perlmutter-Phase-2,6,4,13941.3,0.0003,7.48,0.0,970.95,881.1,0.0002
